Extraction_Method,Protein_Symbol,Gene_Symbol,Score,Mass,Num_Significant_Matches,Num_Significant_Sequences,Num_Unique_Sequences,Protein_Name
PBS,SNX12_MOUSE,SNX12,18,19275,1,1,1,Sorting nexin-12
PBS,SNX19_MOUSE,SNX19,24,111107,1,1,1,Sorting nexin-19
PBS,SNX3_MOUSE,SNX3,75,18803,7,1,1,Sorting nexin-3
PBS,SOCS1_MOUSE,SOCS1,22,23985,1,1,1,Suppressor of cytokine signaling 1
PBS,SODC_MOUSE,SODC,4528,16104,175,8,8,Superoxide dismutase [Cu-Zn]
PBS,SODE_MOUSE,SODE,20,27717,1,1,1,Extracellular superoxide dismutase [Cu-Zn]
PBS,SODM_MOUSE,SODM,4196,24816,245,11,11,"Superoxide dismutase [Mn], mitochondrial"
PBS,SOGA1_MOUSE,SOGA1,23,160627,1,1,1,Protein SOGA1
PBS,SPA3K_MOUSE,SPA3K,21594,47021,897,24,16,Serine protease inhibitor A3K
PBS,SPA3M_MOUSE,SPA3M,7575,47205,354,10,1,Serine protease inhibitor A3M
PBS,SPA3N_MOUSE,SPA3N,4229,46859,176,7,3,Serine protease inhibitor A3N
PBS,SPB6_MOUSE,SPB6,12160,42913,648,21,21,Serpin B6
PBS,SPCS_MOUSE,SPCS,203,56032,23,1,1,O-phosphoseryl-tRNA(Sec) selenium transferase
PBS,SPI2_MOUSE,SPI2,199,45861,13,2,1,Serpin I2
PBS,SPN90_MOUSE,SPN90,28,79207,1,1,1,NCK-interacting protein with SH3 domain
PBS,SPRE_MOUSE,SPRE,4376,28208,201,10,10,Sepiapterin reductase
PBS,SPRY4_MOUSE,SPRY4,58,23374,7,2,2,SPRY domain-containing protein 4
PBS,SPS1_MOUSE,SPS1,24,43392,2,1,1,"Selenide, water dikinase 1"
PBS,SPSY_MOUSE,SPSY,1485,41743,107,14,14,Spermine synthase
PBS,SPTB1_MOUSE,SPTB1,20,245897,1,1,1,"Spectrin beta chain, erythrocytic"
PBS,SRCA_MOUSE,SRCA,23254,99522,910,35,35,Sarcalumenin
PBS,ST1A1_MOUSE,ST1A1,32,34180,1,1,1,Sulfotransferase 1A1
PBS,STA5A_MOUSE,STA5A,22,91345,1,1,1,Signal transducer and activator of transcription 5A
PBS,STAC3_MOUSE,STAC3,125,41317,17,6,6,SH3 and cysteine-rich domain-containing protein 3
PBS,STBD1_MOUSE,STBD1,20,36219,1,1,1,Starch-binding domain-containing protein 1
PBS,STIP1_MOUSE,STIP1,352,63170,36,7,7,Stress-induced-phosphoprotein 1
PBS,STML2_MOUSE,STML2,18,38475,1,1,1,"Stomatin-like protein 2, mitochondrial"
PBS,STRAP_MOUSE,STRAP,98,38703,10,2,2,Serine-threonine kinase receptor-associated protein
PBS,STX7_MOUSE,STX7,32,29973,1,1,1,Syntaxin-7
PBS,SUCA_MOUSE,SUCA,4905,36474,294,9,9,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"
PBS,SUCB1_MOUSE,SUCB1,13449,50424,618,27,27,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"
PBS,SUCB2_MOUSE,SUCB2,296,47096,40,9,9,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial"
PBS,SULF2_MOUSE,SULF2,28,101688,1,1,1,Extracellular sulfatase Sulf-2
PBS,SUOX_MOUSE,SUOX,500,61231,30,3,3,"Sulfite oxidase, mitochondrial"
PBS,SYAC_MOUSE,SYAC,892,107697,47,10,10,"Alanine--tRNA ligase, cytoplasmic"
PBS,SYDC_MOUSE,SYDC,706,57567,79,12,12,"Aspartate--tRNA ligase, cytoplasmic"
PBS,SYEP_MOUSE,SYEP,236,171739,22,7,7,Bifunctional glutamate/proline--tRNA ligase
PBS,SYHC_MOUSE,SYHC,142,57909,12,4,4,"Histidine--tRNA ligase, cytoplasmic"
PBS,SYIC_MOUSE,SYIC,23,145547,1,1,1,"Isoleucine--tRNA ligase, cytoplasmic"
PBS,SYIM_MOUSE,SYIM,412,113873,26,6,6,"Isoleucine--tRNA ligase, mitochondrial"
PBS,SYK_MOUSE,SYK,148,68253,8,2,2,Lysine--tRNA ligase
PBS,SYLM_MOUSE,SYLM,22,102555,1,1,1,"Probable leucine--tRNA ligase, mitochondrial"
PBS,SYMC_MOUSE,SYMC,31,102735,1,1,1,"Methionine--tRNA ligase, cytoplasmic"
PBS,SYNC_MOUSE,SYNC,700,65150,47,8,8,"Asparagine--tRNA ligase, cytoplasmic"
PBS,SYNP2_MOUSE,SYNP2,30,116968,1,1,1,Synaptopodin-2
PBS,SYPL2_MOUSE,SYPL2,1267,29605,41,2,2,Synaptophysin-like protein 2
PBS,SYQ_MOUSE,SYQ,66,88533,8,3,3,Glutamine--tRNA ligase
PBS,SYRC_MOUSE,SYRC,92,76423,14,5,5,"Arginine--tRNA ligase, cytoplasmic"
PBS,SYSC_MOUSE,SYSC,783,58865,72,8,8,"Serine--tRNA ligase, cytoplasmic"
PBS,SYTC_MOUSE,SYTC,45,84215,2,2,2,"Threonine--tRNA ligase, cytoplasmic"
PBS,SYVC_MOUSE,SYVC,194,141439,12,2,2,Valine--tRNA ligase
PBS,SYWC_MOUSE,SYWC,525,54893,26,3,3,"Tryptophan--tRNA ligase, cytoplasmic"
PBS,SYYC_MOUSE,SYYC,88,59410,14,3,3,"Tyrosine--tRNA ligase, cytoplasmic"
PBS,TACO1_MOUSE,TACO1,124,32750,13,3,3,Translational activator of cytochrome c oxidase 1
PBS,TAGL_MOUSE,TAGL,591,22618,54,7,7,Transgelin
PBS,TAGL2_MOUSE,TAGL2,185,22552,18,5,5,Transgelin-2
PBS,TALDO_MOUSE,TALDO,1673,37534,84,8,8,Transaldolase
PBS,TBA1A_MOUSE,TBA1A,15498,50788,749,22,7,Tubulin alpha-1A chain
PBS,TBA4A_MOUSE,TBA4A,18829,50634,809,22,7,Tubulin alpha-4A chain
PBS,TBA8_MOUSE,TBA8,11100,50704,465,15,4,Tubulin alpha-8 chain
PBS,TBB2B_MOUSE,TBB2B,16559,50377,797,22,3,Tubulin beta-2B chain
PBS,TBB3_MOUSE,TBB3,11398,50842,566,16,1,Tubulin beta-3 chain
PBS,TBB4B_MOUSE,TBB4B,20510,50255,998,26,5,Tubulin beta-4B chain
PBS,TBB5_MOUSE,TBB5,16885,50095,814,26,4,Tubulin beta-5 chain
PBS,TBB6_MOUSE,TBB6,9127,50514,436,15,3,Tubulin beta-6 chain
PBS,TBCB_MOUSE,TBCB,18,27654,1,1,1,Tubulin-folding cofactor B
PBS,TCPA_MOUSE,TCPA,140,60867,13,6,6,T-complex protein 1 subunit alpha
PBS,TCPB_MOUSE,TCPB,356,57783,28,8,8,T-complex protein 1 subunit beta
PBS,TCPD_MOUSE,TCPD,713,58543,41,6,6,T-complex protein 1 subunit delta
PBS,TCPE_MOUSE,TCPE,131,60042,10,5,5,T-complex protein 1 subunit epsilon
PBS,TCPG_MOUSE,TCPG,113,61162,13,5,5,T-complex protein 1 subunit gamma
PBS,TCPH_MOUSE,TCPH,391,60127,50,8,8,T-complex protein 1 subunit eta
PBS,TCPQ_MOUSE,TCPQ,501,60088,39,7,7,T-complex protein 1 subunit theta
PBS,TCPZ_MOUSE,TCPZ,1550,58424,44,3,3,T-complex protein 1 subunit zeta
PBS,TCTP_MOUSE,TCTP,4284,19564,201,9,9,Translationally-controlled tumor protein
PBS,TDG_MOUSE,TDG,20,47249,1,1,1,G/T mismatch-specific thymine DNA glycosylase
PBS,TEBP_MOUSE,TEBP,41,18995,3,2,2,Prostaglandin E synthase 3
PBS,TELT_MOUSE,TELT,24,19294,2,1,1,Telethonin
PBS,TERA_MOUSE,TERA,9140,89950,570,42,42,Transitional endoplasmic reticulum ATPase
PBS,THIC_MOUSE,THIC,30,41727,2,1,1,"Acetyl-CoA acetyltransferase, cytosolic"
PBS,THIKA_MOUSE,THIKA,57,44382,2,2,2,"3-ketoacyl-CoA thiolase A, peroxisomal"
PBS,THIL_MOUSE,THIL,4717,45129,283,17,17,"Acetyl-CoA acetyltransferase, mitochondrial"
PBS,THIM_MOUSE,THIM,6847,42260,388,20,20,"3-ketoacyl-CoA thiolase, mitochondrial"
PBS,THIO_MOUSE,THIO,1801,12010,81,3,3,Thioredoxin
PBS,THNS2_MOUSE,THNS2,41,54952,5,2,2,Threonine synthase-like 2
PBS,THOP1_MOUSE,THOP1,190,78774,16,6,6,Thimet oligopeptidase
PBS,THRB_MOUSE,THRB,91,71649,6,4,4,Prothrombin
PBS,THTM_MOUSE,THTM,4700,33305,286,12,11,3-mercaptopyruvate sulfurtransferase
PBS,THTR_MOUSE,THTR,280,33673,34,8,7,Thiosulfate sulfurtransferase
PBS,TIGAR_MOUSE,TIGAR,1331,29571,82,8,8,"Fructose-2,6-bisphosphatase TIGAR"
PBS,TIPRL_MOUSE,TIPRL,120,31405,7,1,1,TIP41-like protein
PBS,TITIN_MOUSE,TITIN,2696,3933362,196,47,47,Titin
PBS,TKT_MOUSE,TKT,1378,68272,96,10,10,Transketolase
PBS,TLN1_MOUSE,TLN1,817,271820,44,17,17,Talin-1
PBS,TM1L2_MOUSE,TM1L2,318,55970,10,1,1,TOM1-like protein 2
PBS,TM38A_MOUSE,TM38A,566,33686,21,4,4,Trimeric intracellular cation channel type A
PBS,TM9S1_MOUSE,TM9S1,37,69454,8,1,1,Transmembrane 9 superfamily member 1
PBS,TMM94_MOUSE,TMM94,19,154378,1,1,1,Transmembrane protein 94
PBS,TMOD4_MOUSE,TMOD4,91,39579,8,2,2,Tropomodulin-4
PBS,TNNC2_MOUSE,TNNC2,6313,18155,292,10,9,"Troponin C, skeletal muscle"
PBS,TNNI1_MOUSE,TNNI1,103,21856,5,1,1,"Troponin I, slow skeletal muscle"
PBS,TNNI2_MOUSE,TNNI2,4841,21515,228,7,7,"Troponin I, fast skeletal muscle"
PBS,TNNT3_MOUSE,TNNT3,6965,32221,200,11,11,"Troponin T, fast skeletal muscle"
PBS,TOLIP_MOUSE,TOLIP,189,30553,19,4,4,Toll-interacting protein
PBS,TOM1_MOUSE,TOM1,846,54519,48,6,6,Target of Myb protein 1
PBS,TPIS_MOUSE,TPIS,49259,32684,1945,24,24,Triosephosphate isomerase
PBS,TPM1_MOUSE,TPM1,15954,32718,708,23,11,Tropomyosin alpha-1 chain
PBS,TPM2_MOUSE,TPM2,9415,32931,433,20,12,Tropomyosin beta chain
PBS,TPM3_MOUSE,TPM3,4604,33031,243,11,3,Tropomyosin alpha-3 chain
PBS,TPP2_MOUSE,TPP2,39,141330,2,2,2,Tripeptidyl-peptidase 2
PBS,TPPP3_MOUSE,TPPP3,79,19125,5,2,2,Tubulin polymerization-promoting protein family member 3
PBS,TRAF5_MOUSE,TRAF5,19,65643,1,1,1,TNF receptor-associated factor 5
PBS,TRAP1_MOUSE,TRAP1,1290,80501,58,6,6,"Heat shock protein 75 kDa, mitochondrial"
PBS,TRDN_MOUSE,TRDN,125,77967,11,2,2,Triadin
PBS,TRFE_MOUSE,TRFE,44344,78841,2053,51,50,Serotransferrin
PBS,TRI56_MOUSE,TRI56,27,81173,1,1,1,E3 ubiquitin-protein ligase TRIM56
PBS,TRI69_MOUSE,TRI69,18,58301,1,1,1,E3 ubiquitin-protein ligase TRIM69
PBS,TRI72_MOUSE,TRI72,5407,53695,269,17,17,Tripartite motif-containing protein 72
PBS,TRNT1_MOUSE,TRNT1,25,50035,1,1,1,"CCA tRNA nucleotidyltransferase 1, mitochondrial"
PBS,TRXR1_MOUSE,TRXR1,3245,68380,142,10,10,"Thioredoxin reductase 1, cytoplasmic"
PBS,TRXR2_MOUSE,TRXR2,24,57335,1,1,1,"Thioredoxin reductase 2, mitochondrial"
PBS,TRYB1_MOUSE,TRYB1,56,30773,1,1,1,Tryptase
PBS,TS101_MOUSE,TS101,33,44267,2,1,1,Tumor susceptibility gene 101 protein
PBS,TSN_MOUSE,TSN,180,26299,18,4,4,Translin
PBS,TSN7_MOUSE,TSN7,35,28153,1,1,1,Tetraspanin-7
PBS,TSNAX_MOUSE,TSNAX,41,33020,2,1,1,Translin-associated protein X
PBS,TSP4_MOUSE,TSP4,459,108979,49,15,13,Thrombospondin-4
PBS,TTHY_MOUSE,TTHY,3098,15880,176,6,6,Transthyretin
PBS,TTL12_MOUSE,TTL12,60,74680,4,2,2,Tubulin--tyrosine ligase-like protein 12
PBS,TTPAL_MOUSE,TTPAL,23,39267,1,1,1,Alpha-tocopherol transfer protein-like
PBS,TWF2_MOUSE,TWF2,32,39674,2,1,1,Twinfilin-2
PBS,TXD17_MOUSE,TXD17,87,14348,10,2,2,Thioredoxin domain-containing protein 17
PBS,TXLNB_MOUSE,TXLNB,48,77730,2,1,1,Beta-taxilin
PBS,TXND5_MOUSE,TXND5,20,47070,1,1,1,Thioredoxin domain-containing protein 5
PBS,TXNL1_MOUSE,TXNL1,231,32616,23,3,3,Thioredoxin-like protein 1
PBS,UAP1L_MOUSE,UAP1L,1120,57319,37,2,2,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1
PBS,UB2D1_MOUSE,UB2D1,487,16819,42,4,3,Ubiquitin-conjugating enzyme E2 D1
PBS,UB2D2_MOUSE,UB2D2,870,16953,76,4,1,Ubiquitin-conjugating enzyme E2 D2
PBS,UB2D3_MOUSE,UB2D3,871,16904,76,4,1,Ubiquitin-conjugating enzyme E2 D3
PBS,UB2FA_MOUSE,UB2FA,52,21382,1,1,1,NEDD8-conjugating enzyme UBE2F
PBS,UB2L3_MOUSE,UB2L3,2356,18021,110,6,6,Ubiquitin-conjugating enzyme E2 L3
PBS,UB2V1_MOUSE,UB2V1,1572,16458,107,5,5,Ubiquitin-conjugating enzyme E2 variant 1
PBS,UBA1_MOUSE,UBA1,11488,118931,552,33,33,Ubiquitin-like modifier-activating enzyme 1
PBS,UBA3_MOUSE,UBA3,32,52389,4,4,4,NEDD8-activating enzyme E1 catalytic subunit
PBS,UBAC1_MOUSE,UBAC1,30,45730,3,3,3,Ubiquitin-associated domain-containing protein 1
PBS,UBC12_MOUSE,UBC12,227,21172,16,4,4,NEDD8-conjugating enzyme Ubc12
PBS,UBCP1_MOUSE,UBCP1,27,36927,1,1,1,Ubiquitin-like domain-containing CTD phosphatase 1
PBS,UBE2B_MOUSE,UBE2B,24,17359,1,1,1,Ubiquitin-conjugating enzyme E2 B
PBS,UBE2K_MOUSE,UBE2K,516,22507,38,4,4,Ubiquitin-conjugating enzyme E2 K
PBS,UBE2N_MOUSE,UBE2N,2093,17184,148,9,9,Ubiquitin-conjugating enzyme E2 N
PBS,UBP14_MOUSE,UBP14,1303,56422,73,9,9,Ubiquitin carboxyl-terminal hydrolase 14
PBS,UBP15_MOUSE,UBP15,67,113508,8,1,1,Ubiquitin carboxyl-terminal hydrolase 15
PBS,UBP5_MOUSE,UBP5,1661,96685,109,17,17,Ubiquitin carboxyl-terminal hydrolase 5
PBS,UBR4_MOUSE,UBR4,22,578883,1,1,1,E3 ubiquitin-protein ligase UBR4
PBS,UBXN1_MOUSE,UBXN1,129,33666,13,2,2,UBX domain-containing protein 1
PBS,UCHL1_MOUSE,UCHL1,497,25165,32,9,9,Ubiquitin carboxyl-terminal hydrolase isozyme L1
PBS,UCHL3_MOUSE,UCHL3,18,26306,1,1,1,Ubiquitin carboxyl-terminal hydrolase isozyme L3
PBS,UCRI_MOUSE,UCRI,177,29634,21,6,6,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
PBS,UFC1_MOUSE,UFC1,53,19640,6,2,2,Ubiquitin-fold modifier-conjugating enzyme 1
PBS,UFL1_MOUSE,UFL1,19,90035,2,1,1,E3 UFM1-protein ligase 1
PBS,UGGG1_MOUSE,UGGG1,19,177007,1,1,1,UDP-glucose:glycoprotein glucosyltransferase 1
PBS,UGPA_MOUSE,UGPA,18679,57115,856,29,29,UTP--glucose-1-phosphate uridylyltransferase
PBS,ULA1_MOUSE,ULA1,172,60692,15,3,3,NEDD8-activating enzyme E1 regulatory subunit
PBS,UN45B_MOUSE,UN45B,902,104884,62,14,14,Protein unc-45 homolog B
PBS,USO1_MOUSE,USO1,258,108000,19,4,4,General vesicular transport factor p115
PBS,USP9X_MOUSE,USP9X,23,294061,1,1,1,Probable ubiquitin carboxyl-terminal hydrolase FAF-X
PBS,VAPB_MOUSE,VAPB,71,27157,7,2,2,Vesicle-associated membrane protein-associated protein B
PBS,VAT1_MOUSE,VAT1,351,43297,18,2,2,Synaptic vesicle membrane protein VAT-1 homolog
PBS,VATA_MOUSE,VATA,277,68625,21,5,5,V-type proton ATPase catalytic subunit A
PBS,VATB2_MOUSE,VATB2,60,56857,6,4,4,"V-type proton ATPase subunit B, brain isoform"
PBS,VATE1_MOUSE,VATE1,125,26198,9,2,2,V-type proton ATPase subunit E 1
PBS,VATH_MOUSE,VATH,33,56275,1,1,1,V-type proton ATPase subunit H
PBS,VDAC1_MOUSE,VDAC1,1725,32502,100,14,14,Voltage-dependent anion-selective channel protein 1
PBS,VDAC2_MOUSE,VDAC2,184,32340,15,3,3,Voltage-dependent anion-selective channel protein 2
PBS,VDAC3_MOUSE,VDAC3,339,31076,18,5,5,Voltage-dependent anion-selective channel protein 3
PBS,VIME_MOUSE,VIME,62,53712,4,2,1,Vimentin
PBS,VINC_MOUSE,VINC,2820,117215,196,34,34,Vinculin
PBS,VMA5A_MOUSE,VMA5A,241,87829,30,8,8,von Willebrand factor A domain-containing protein 5A
PBS,VPS29_MOUSE,VPS29,76,20654,5,1,1,Vacuolar protein sorting-associated protein 29
PBS,VPS35_MOUSE,VPS35,178,92453,17,7,7,Vacuolar protein sorting-associated protein 35
PBS,VPS36_MOUSE,VPS36,18,43993,1,1,1,Vacuolar protein-sorting-associated protein 36
PBS,VTA1_MOUSE,VTA1,17,34177,1,1,1,Vacuolar protein sorting-associated protein VTA1 homolog
PBS,VTDB_MOUSE,VTDB,1760,55162,104,18,18,Vitamin D-binding protein
PBS,VWA8_MOUSE,VWA8,27,214370,1,1,1,von Willebrand factor A domain-containing protein 8
PBS,WDFY3_MOUSE,WDFY3,38,396707,3,1,1,WD repeat and FYVE domain-containing protein 3
PBS,WDR1_MOUSE,WDR1,1478,67049,126,17,17,WD repeat-containing protein 1
PBS,WDR75_MOUSE,WDR75,104,95402,13,1,1,WD repeat-containing protein 75
PBS,WISP3_MOUSE,WISP3,19,41462,1,1,1,WNT1-inducible-signaling pathway protein 3
PBS,XDH_MOUSE,XDH,163,148578,10,1,1,Xanthine dehydrogenase/oxidase
PBS,XIRP1_MOUSE,XIRP1,224,124096,14,4,4,Xin actin-binding repeat-containing protein 1
PBS,XPO1_MOUSE,XPO1,59,124153,7,2,2,Exportin-1
PBS,XPO2_MOUSE,XPO2,1018,111183,119,18,18,Exportin-2
PBS,XPO5_MOUSE,XPO5,165,139050,21,2,2,Exportin-5
PBS,XPP1_MOUSE,XPP1,163,70231,14,6,6,Xaa-Pro aminopeptidase 1
PBS,XXLT1_MOUSE,XXLT1,145,44266,20,1,1,Xyloside xylosyltransferase 1
PBS,XYLT1_MOUSE,XYLT1,21,108086,1,1,1,Xylosyltransferase 1
PBS,YBOX3_MOUSE,YBOX3,265,38790,18,5,5,Y-box-binding protein 3
PBS,ZA2G_MOUSE,ZA2G,104,35538,10,3,3,Zinc-alpha-2-glycoprotein
PBS,ZC4H2_MOUSE,ZC4H2,22,26570,1,1,1,Zinc finger C4H2 domain-containing protein
PBS,ZEB1_MOUSE,ZEB1,21,124327,1,1,1,Zinc finger E-box-binding homeobox 1
PBS,ZN618_MOUSE,ZN618,19,106511,1,1,1,Zinc finger protein 618
PBS,1433B_MOUSE,1433B,1853,28183,106,9,4,14-3-3 protein beta/alpha
PBS,1433E_MOUSE,1433E,7345,29326,322,16,13,14-3-3 protein epsilon
PBS,1433G_MOUSE,1433G,9286,28456,409,18,13,14-3-3 protein gamma
PBS,1433Z_MOUSE,1433Z,2681,27925,148,11,8,14-3-3 protein zeta/delta
PBS,2AAA_MOUSE,2AAA,3013,66079,139,15,15,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
PBS,2ABA_MOUSE,2ABA,189,52173,16,2,2,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
PBS,3HIDH_MOUSE,3HIDH,442,35816,20,2,2,"3-hydroxyisobutyrate dehydrogenase, mitochondrial"
PBS,5NT3A_MOUSE,5NT3A,59,37571,4,2,2,Cytosolic 5'-nucleotidase 3A
PBS,68MP_MOUSE,68MP,419,6694,28,2,2,6.8 kDa mitochondrial proteolipid
PBS,A16L1_MOUSE,A16L1,23,68586,1,1,1,Autophagy-related protein 16-1
PBS,A1AG1_MOUSE,A1AG1,143,23994,5,1,1,Alpha-1-acid glycoprotein 1
PBS,A1AT2_MOUSE,A1AT2,3310,46117,171,10,3,Alpha-1-antitrypsin 1-2
PBS,A1AT3_MOUSE,A1AT3,4316,45966,226,14,7,Alpha-1-antitrypsin 1-3
PBS,A2AP_MOUSE,A2AP,32,55165,4,1,1,Alpha-2-antiplasmin
PBS,AAKG1_MOUSE,AAKG1,411,37668,14,2,2,5'-AMP-activated protein kinase subunit gamma-1
PBS,AAKG3_MOUSE,AAKG3,79,54271,6,1,1,5'-AMP-activated protein kinase subunit gamma-3
PBS,AAPK2_MOUSE,AAPK2,140,62610,8,2,2,5'-AMP-activated protein kinase catalytic subunit alpha-2
PBS,AATC_MOUSE,AATC,6740,46504,356,22,22,"Aspartate aminotransferase, cytoplasmic"
PBS,AATM_MOUSE,AATM,20455,47780,873,24,24,"Aspartate aminotransferase, mitochondrial"
PBS,ABCA4_MOUSE,ABCA4,36,262323,4,2,2,Retinal-specific ATP-binding cassette transporter
PBS,ABCB5_MOUSE,ABCB5,35,138450,5,1,1,ATP-binding cassette sub-family B member 5
PBS,ABCB8_MOUSE,ABCB8,111,78691,4,1,1,"ATP-binding cassette sub-family B member 8, mitochondrial"
PBS,ABCE1_MOUSE,ABCE1,26,68240,1,1,1,ATP-binding cassette sub-family E member 1
PBS,ABCF2_MOUSE,ABCF2,35,72306,1,1,1,ATP-binding cassette sub-family F member 2
PBS,ABEC2_MOUSE,ABEC2,6681,25872,328,12,12,C->U-editing enzyme APOBEC-2
PBS,ABH15_MOUSE,ABH15,17,52032,1,1,1,Protein ABHD15
PBS,ABLM2_MOUSE,ABLM2,36,69774,2,2,2,Actin-binding LIM protein 2
PBS,ACAD8_MOUSE,ACAD8,20,45789,2,1,1,"Isobutyryl-CoA dehydrogenase, mitochondrial"
PBS,ACAD9_MOUSE,ACAD9,939,69192,70,2,2,"Acyl-CoA dehydrogenase family member 9, mitochondrial"
PBS,ACADL_MOUSE,ACADL,6086,48277,294,20,20,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"
PBS,ACADM_MOUSE,ACADM,4283,46908,212,16,16,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
PBS,ACADS_MOUSE,ACADS,1114,45146,67,9,9,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"
PBS,ACADV_MOUSE,ACADV,18081,71230,732,32,32,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
PBS,ACBP_MOUSE,ACBP,122,9994,6,1,1,Acyl-CoA-binding protein
PBS,ACD10_MOUSE,ACD10,628,119816,37,6,6,Acyl-CoA dehydrogenase family member 10
PBS,ACDSB_MOUSE,ACDSB,1151,48300,33,3,3,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
PBS,ACHB3_MOUSE,ACHB3,21,53363,2,1,1,Neuronal acetylcholine receptor subunit beta-3
PBS,ACO13_MOUSE,ACO13,235,15287,16,4,4,Acyl-coenzyme A thioesterase 13
PBS,ACON_MOUSE,ACON,38540,86151,1582,42,42,"Aconitate hydratase, mitochondrial"
PBS,ACOT2_MOUSE,ACOT2,121,49854,8,1,1,"Acyl-coenzyme A thioesterase 2, mitochondrial"
PBS,ACPM_MOUSE,ACPM,47,17644,3,1,1,"Acyl carrier protein, mitochondrial"
PBS,ACSF3_MOUSE,ACSF3,40,65435,6,1,1,"Acyl-CoA synthetase family member 3, mitochondrial"
PBS,ACSL1_MOUSE,ACSL1,10711,78928,527,31,31,Long-chain-fatty-acid--CoA ligase 1
PBS,ACTA_MOUSE,ACTA,245347,42381,8931,37,4,"Actin, aortic smooth muscle"
PBS,ACTB_MOUSE,ACTB,78366,42052,3710,27,9,"Actin, cytoplasmic 1"
PBS,ACTBL_MOUSE,ACTBL,38101,42319,1268,14,5,Beta-actin-like protein 2
PBS,ACTN1_MOUSE,ACTN1,44317,103631,1726,27,4,Alpha-actinin-1
PBS,ACTN2_MOUSE,ACTN2,127571,104339,4804,72,48,Alpha-actinin-2
PBS,ACTN3_MOUSE,ACTN3,174624,103605,6267,81,62,Alpha-actinin-3
PBS,ACTN4_MOUSE,ACTN4,32572,105368,1344,22,3,Alpha-actinin-4
PBS,ACTS_MOUSE,ACTS,304957,42366,10751,39,5,"Actin, alpha skeletal muscle"
PBS,ACTY_MOUSE,ACTY,258,42369,23,3,1,Beta-centractin
PBS,ACTZ_MOUSE,ACTZ,248,42701,21,3,1,Alpha-centractin
PBS,ACYP2_MOUSE,ACYP2,167,11927,12,3,3,Acylphosphatase-2
PBS,ADDA_MOUSE,ADDA,36,80995,1,1,1,Alpha-adducin
PBS,ADHX_MOUSE,ADHX,63,40320,3,3,3,Alcohol dehydrogenase class-3
PBS,ADK_MOUSE,ADK,25,40466,1,1,1,Adenosine kinase
PBS,ADT1_MOUSE,ADT1,30440,33111,1311,25,25,ADP/ATP translocase 1
PBS,AGRF4_MOUSE,AGRF4,18,78479,1,1,1,Adhesion G protein-coupled receptor F4
PBS,AGRG6_MOUSE,AGRG6,89,131804,8,1,1,Adhesion G-protein coupled receptor G6
PBS,AGRIN_MOUSE,AGRIN,70,215386,19,1,1,Agrin
PBS,AIFM1_MOUSE,AIFM1,1854,66952,102,14,14,"Apoptosis-inducing factor 1, mitochondrial"
PBS,AIMP2_MOUSE,AIMP2,74,35640,7,2,2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2
PBS,AKAP9_MOUSE,AKAP9,27,439138,2,1,1,A-kinase anchor protein 9
PBS,AL1A1_MOUSE,AL1A1,32,55060,1,1,1,Retinal dehydrogenase 1
PBS,AL3A1_MOUSE,AL3A1,82,50848,8,4,4,"Aldehyde dehydrogenase, dimeric NADP-preferring"
PBS,AL4A1_MOUSE,AL4A1,317,62258,21,3,3,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
PBS,ALBU_MOUSE,ALBU,51275,70700,2157,41,41,Serum albumin
PBS,ALDH2_MOUSE,ALDH2,1812,57015,110,15,15,"Aldehyde dehydrogenase, mitochondrial"
PBS,ALDOA_MOUSE,ALDOA,87523,39787,4119,37,32,Fructose-bisphosphate aldolase A
PBS,ALDOC_MOUSE,ALDOC,11799,39769,748,8,3,Fructose-bisphosphate aldolase C
PBS,ALDR_MOUSE,ALDR,4319,36052,203,13,13,Aldose reductase
PBS,ALLC_MOUSE,ALLC,18,46721,1,1,1,Probable allantoicase
PBS,AMPD1_MOUSE,AMPD1,15609,86734,770,39,39,AMP deaminase 1
PBS,AMPL_MOUSE,AMPL,43,56505,5,2,2,Cytosol aminopeptidase
PBS,AMPN_MOUSE,AMPN,25,110038,1,1,1,Aminopeptidase N
PBS,AMRP_MOUSE,AMRP,19,42189,1,1,1,Alpha-2-macroglobulin receptor-associated protein
PBS,ANGL7_MOUSE,ANGL7,213,39502,11,4,4,Angiopoietin-related protein 7
PBS,ANK1_MOUSE,ANK1,226,205355,16,2,2,Ankyrin-1
PBS,ANK2_MOUSE,ANK2,19,428451,1,1,1,Ankyrin-2
PBS,ANK3_MOUSE,ANK3,24,215412,2,1,1,Ankyrin-3
