sample_id,metabolite,value,Tissue,Treatment
4T1-1_R7+,L-Carnitine,96000000.0,Tibialis_anterior,Tumor
4T1-15_R11+,L-Carnitine,111000000.0,Tibialis_anterior,Tumor
4T1-19_R15+,L-Carnitine,79300000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,L-Carnitine,97000000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,L-Carnitine,168000000.0,Tibialis_anterior,Control
CTL-5_R2+,L-Carnitine,164000000.0,Tibialis_anterior,Control
CTL-9_R1+,L-Carnitine,149000000.0,Tibialis_anterior,Control
CTL-3_R6+,L-Carnitine,110000000.0,Upper_Arm_SkM,Control
CTL-7_R3+,L-Carnitine,99100000.0,Upper_Arm_SkM,Control
CTL-11_R21+,L-Carnitine,110000000.0,Upper_Arm_SkM,Control
4T1-17_R4+,L-Carnitine,70100000.0,Lung,Tumor
4T1-21_R22+,L-Carnitine,43800000.0,Lung,Tumor
4T1-25_R16+,L-Carnitine,43800000.0,Lung,Tumor
CTL-4_R20+,L-Carnitine,64800000.0,Lung,Control
CTL-8_R13+,L-Carnitine,62700000.0,Lung,Control
CTL-12_R14+,L-Carnitine,47200000.0,Lung,Control
4T1-1_R7+,Acetylcarnitine,200000000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Acetylcarnitine,99000000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Acetylcarnitine,120000000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Acetylcarnitine,98900000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Acetylcarnitine,142000000.0,Tibialis_anterior,Control
CTL-5_R2+,Acetylcarnitine,179000000.0,Tibialis_anterior,Control
CTL-9_R1+,Acetylcarnitine,138000000.0,Tibialis_anterior,Control
CTL-3_R6+,Acetylcarnitine,122000000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Acetylcarnitine,101000000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Acetylcarnitine,98100000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Acetylcarnitine,78100000.0,Lung,Tumor
4T1-21_R22+,Acetylcarnitine,55400000.0,Lung,Tumor
4T1-25_R16+,Acetylcarnitine,38400000.0,Lung,Tumor
CTL-4_R20+,Acetylcarnitine,57600000.0,Lung,Control
CTL-8_R13+,Acetylcarnitine,45100000.0,Lung,Control
CTL-12_R14+,Acetylcarnitine,58100000.0,Lung,Control
4T1-1_R7+,Propenoylcarnitine,28100.0,Tibialis_anterior,Tumor
4T1-15_R11+,Propenoylcarnitine,11600.0,Tibialis_anterior,Tumor
4T1-19_R15+,Propenoylcarnitine,11300.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Propenoylcarnitine,5200.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Propenoylcarnitine,19800.0,Tibialis_anterior,Control
CTL-5_R2+,Propenoylcarnitine,20200.0,Tibialis_anterior,Control
CTL-9_R1+,Propenoylcarnitine,18600.0,Tibialis_anterior,Control
CTL-3_R6+,Propenoylcarnitine,26700.0,Upper_Arm_SkM,Control
CTL-7_R3+,Propenoylcarnitine,23000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Propenoylcarnitine,10800.0,Upper_Arm_SkM,Control
4T1-17_R4+,Propenoylcarnitine,13300.0,Lung,Tumor
4T1-21_R22+,Propenoylcarnitine,10500.0,Lung,Tumor
4T1-25_R16+,Propenoylcarnitine,14700.0,Lung,Tumor
CTL-4_R20+,Propenoylcarnitine,10400.0,Lung,Control
CTL-8_R13+,Propenoylcarnitine,14700.0,Lung,Control
CTL-12_R14+,Propenoylcarnitine,11400.0,Lung,Control
4T1-1_R7+,Propionylcarnitine,734000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Propionylcarnitine,751000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Propionylcarnitine,480000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Propionylcarnitine,548000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Propionylcarnitine,265000.0,Tibialis_anterior,Control
CTL-5_R2+,Propionylcarnitine,418000.0,Tibialis_anterior,Control
CTL-9_R1+,Propionylcarnitine,376000.0,Tibialis_anterior,Control
CTL-3_R6+,Propionylcarnitine,359000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Propionylcarnitine,360000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Propionylcarnitine,439000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Propionylcarnitine,457000.0,Lung,Tumor
4T1-21_R22+,Propionylcarnitine,268000.0,Lung,Tumor
4T1-25_R16+,Propionylcarnitine,225000.0,Lung,Tumor
CTL-4_R20+,Propionylcarnitine,257000.0,Lung,Control
CTL-8_R13+,Propionylcarnitine,212000.0,Lung,Control
CTL-12_R14+,Propionylcarnitine,207000.0,Lung,Control
4T1-1_R7+,Butyrylcarnitine,5460000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Butyrylcarnitine,6360000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Butyrylcarnitine,5180000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Butyrylcarnitine,5420000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Butyrylcarnitine,3810000.0,Tibialis_anterior,Control
CTL-5_R2+,Butyrylcarnitine,4470000.0,Tibialis_anterior,Control
CTL-9_R1+,Butyrylcarnitine,7490000.0,Tibialis_anterior,Control
CTL-3_R6+,Butyrylcarnitine,5230000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Butyrylcarnitine,5820000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Butyrylcarnitine,4820000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Butyrylcarnitine,10100000.0,Lung,Tumor
4T1-21_R22+,Butyrylcarnitine,3900000.0,Lung,Tumor
4T1-25_R16+,Butyrylcarnitine,2770000.0,Lung,Tumor
CTL-4_R20+,Butyrylcarnitine,5140000.0,Lung,Control
CTL-8_R13+,Butyrylcarnitine,4340000.0,Lung,Control
CTL-12_R14+,Butyrylcarnitine,3800000.0,Lung,Control
4T1-1_R7+,Tiglylcarnitine,65600.0,Tibialis_anterior,Tumor
4T1-15_R11+,Tiglylcarnitine,161000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Tiglylcarnitine,61800.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Tiglylcarnitine,124000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Tiglylcarnitine,52600.0,Tibialis_anterior,Control
CTL-5_R2+,Tiglylcarnitine,168000.0,Tibialis_anterior,Control
CTL-9_R1+,Tiglylcarnitine,189000.0,Tibialis_anterior,Control
CTL-3_R6+,Tiglylcarnitine,55100.0,Upper_Arm_SkM,Control
CTL-7_R3+,Tiglylcarnitine,158000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Tiglylcarnitine,165000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Tiglylcarnitine,39600.0,Lung,Tumor
4T1-21_R22+,Tiglylcarnitine,25000.0,Lung,Tumor
4T1-25_R16+,Tiglylcarnitine,31200.0,Lung,Tumor
CTL-4_R20+,Tiglylcarnitine,18100.0,Lung,Control
CTL-8_R13+,Tiglylcarnitine,29900.0,Lung,Control
CTL-12_R14+,Tiglylcarnitine,14400.0,Lung,Control
4T1-1_R7+,Isovalerylcarnitine,943000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Isovalerylcarnitine,1210000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Isovalerylcarnitine,722000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Isovalerylcarnitine,1170000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Isovalerylcarnitine,363000.0,Tibialis_anterior,Control
CTL-5_R2+,Isovalerylcarnitine,826000.0,Tibialis_anterior,Control
CTL-9_R1+,Isovalerylcarnitine,1240000.0,Tibialis_anterior,Control
CTL-3_R6+,Isovalerylcarnitine,275000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Isovalerylcarnitine,746000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Isovalerylcarnitine,1090000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Isovalerylcarnitine,1110000.0,Lung,Tumor
4T1-21_R22+,Isovalerylcarnitine,642000.0,Lung,Tumor
4T1-25_R16+,Isovalerylcarnitine,666000.0,Lung,Tumor
CTL-4_R20+,Isovalerylcarnitine,436000.0,Lung,Control
CTL-8_R13+,Isovalerylcarnitine,979000.0,Lung,Control
CTL-12_R14+,Isovalerylcarnitine,639000.0,Lung,Control
4T1-1_R7+,Malonylcarnitine,582000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Malonylcarnitine,442000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Malonylcarnitine,474000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Malonylcarnitine,417000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Malonylcarnitine,646000.0,Tibialis_anterior,Control
CTL-5_R2+,Malonylcarnitine,781000.0,Tibialis_anterior,Control
CTL-9_R1+,Malonylcarnitine,693000.0,Tibialis_anterior,Control
CTL-3_R6+,Malonylcarnitine,360000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Malonylcarnitine,360000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Malonylcarnitine,404000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Malonylcarnitine,133000.0,Lung,Tumor
4T1-21_R22+,Malonylcarnitine,84400.0,Lung,Tumor
4T1-25_R16+,Malonylcarnitine,138000.0,Lung,Tumor
CTL-4_R20+,Malonylcarnitine,77100.0,Lung,Control
CTL-8_R13+,Malonylcarnitine,87000.0,Lung,Control
CTL-12_R14+,Malonylcarnitine,78700.0,Lung,Control
4T1-1_R7+,Hexenoylcarnitine,35700.0,Tibialis_anterior,Tumor
4T1-15_R11+,Hexenoylcarnitine,41400.0,Tibialis_anterior,Tumor
4T1-19_R15+,Hexenoylcarnitine,20000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Hexenoylcarnitine,58400.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Hexenoylcarnitine,44300.0,Tibialis_anterior,Control
CTL-5_R2+,Hexenoylcarnitine,54100.0,Tibialis_anterior,Control
CTL-9_R1+,Hexenoylcarnitine,53900.0,Tibialis_anterior,Control
CTL-3_R6+,Hexenoylcarnitine,40500.0,Upper_Arm_SkM,Control
CTL-7_R3+,Hexenoylcarnitine,61500.0,Upper_Arm_SkM,Control
CTL-11_R21+,Hexenoylcarnitine,32600.0,Upper_Arm_SkM,Control
4T1-17_R4+,Hexenoylcarnitine,39200.0,Lung,Tumor
4T1-21_R22+,Hexenoylcarnitine,39700.0,Lung,Tumor
4T1-25_R16+,Hexenoylcarnitine,43300.0,Lung,Tumor
CTL-4_R20+,Hexenoylcarnitine,29600.0,Lung,Control
CTL-8_R13+,Hexenoylcarnitine,45200.0,Lung,Control
CTL-12_R14+,Hexenoylcarnitine,44700.0,Lung,Control
4T1-1_R7+,Hexanoylcarnitine,1300000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Hexanoylcarnitine,1110000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Hexanoylcarnitine,1460000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Hexanoylcarnitine,1830000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Hexanoylcarnitine,1160000.0,Tibialis_anterior,Control
CTL-5_R2+,Hexanoylcarnitine,971000.0,Tibialis_anterior,Control
CTL-9_R1+,Hexanoylcarnitine,1910000.0,Tibialis_anterior,Control
CTL-3_R6+,Hexanoylcarnitine,1200000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Hexanoylcarnitine,1420000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Hexanoylcarnitine,1520000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Hexanoylcarnitine,781000.0,Lung,Tumor
4T1-21_R22+,Hexanoylcarnitine,325000.0,Lung,Tumor
4T1-25_R16+,Hexanoylcarnitine,240000.0,Lung,Tumor
CTL-4_R20+,Hexanoylcarnitine,351000.0,Lung,Control
CTL-8_R13+,Hexanoylcarnitine,302000.0,Lung,Control
CTL-12_R14+,Hexanoylcarnitine,284000.0,Lung,Control
4T1-1_R7+,Methylmalonylcarnitine,712000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Methylmalonylcarnitine,305000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Methylmalonylcarnitine,540000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Methylmalonylcarnitine,608000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Methylmalonylcarnitine,671000.0,Tibialis_anterior,Control
CTL-5_R2+,Methylmalonylcarnitine,1030000.0,Tibialis_anterior,Control
CTL-9_R1+,Methylmalonylcarnitine,1040000.0,Tibialis_anterior,Control
CTL-3_R6+,Methylmalonylcarnitine,825000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Methylmalonylcarnitine,957000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Methylmalonylcarnitine,606000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Methylmalonylcarnitine,106000.0,Lung,Tumor
4T1-21_R22+,Methylmalonylcarnitine,96300.0,Lung,Tumor
4T1-25_R16+,Methylmalonylcarnitine,183000.0,Lung,Tumor
CTL-4_R20+,Methylmalonylcarnitine,85900.0,Lung,Control
CTL-8_R13+,Methylmalonylcarnitine,106000.0,Lung,Control
CTL-12_R14+,Methylmalonylcarnitine,82100.0,Lung,Control
4T1-1_R7+,Hydroxyisovaleroyl carnitine,270000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Hydroxyisovaleroyl carnitine,197000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Hydroxyisovaleroyl carnitine,124000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Hydroxyisovaleroyl carnitine,141000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Hydroxyisovaleroyl carnitine,234000.0,Tibialis_anterior,Control
CTL-5_R2+,Hydroxyisovaleroyl carnitine,241000.0,Tibialis_anterior,Control
CTL-9_R1+,Hydroxyisovaleroyl carnitine,263000.0,Tibialis_anterior,Control
CTL-3_R6+,Hydroxyisovaleroyl carnitine,237000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Hydroxyisovaleroyl carnitine,249000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Hydroxyisovaleroyl carnitine,171000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Hydroxyisovaleroyl carnitine,98800.0,Lung,Tumor
4T1-21_R22+,Hydroxyisovaleroyl carnitine,63500.0,Lung,Tumor
4T1-25_R16+,Hydroxyisovaleroyl carnitine,72000.0,Lung,Tumor
CTL-4_R20+,Hydroxyisovaleroyl carnitine,72700.0,Lung,Control
CTL-8_R13+,Hydroxyisovaleroyl carnitine,98500.0,Lung,Control
CTL-12_R14+,Hydroxyisovaleroyl carnitine,57200.0,Lung,Control
4T1-1_R7+,Octenoylcarnitine,45400.0,Tibialis_anterior,Tumor
4T1-15_R11+,Octenoylcarnitine,32800.0,Tibialis_anterior,Tumor
4T1-19_R15+,Octenoylcarnitine,35200.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Octenoylcarnitine,51900.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Octenoylcarnitine,58900.0,Tibialis_anterior,Control
CTL-5_R2+,Octenoylcarnitine,30400.0,Tibialis_anterior,Control
CTL-9_R1+,Octenoylcarnitine,61300.0,Tibialis_anterior,Control
CTL-3_R6+,Octenoylcarnitine,35100.0,Upper_Arm_SkM,Control
CTL-7_R3+,Octenoylcarnitine,31000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Octenoylcarnitine,43900.0,Upper_Arm_SkM,Control
4T1-17_R4+,Octenoylcarnitine,23000.0,Lung,Tumor
4T1-21_R22+,Octenoylcarnitine,17000.0,Lung,Tumor
4T1-25_R16+,Octenoylcarnitine,18700.0,Lung,Tumor
CTL-4_R20+,Octenoylcarnitine,15600.0,Lung,Control
CTL-8_R13+,Octenoylcarnitine,14400.0,Lung,Control
CTL-12_R14+,Octenoylcarnitine,18000.0,Lung,Control
4T1-1_R7+,Octanoylcarnitine,479000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Octanoylcarnitine,451000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Octanoylcarnitine,545000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Octanoylcarnitine,222000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Octanoylcarnitine,403000.0,Tibialis_anterior,Control
CTL-5_R2+,Octanoylcarnitine,289000.0,Tibialis_anterior,Control
CTL-9_R1+,Octanoylcarnitine,726000.0,Tibialis_anterior,Control
CTL-3_R6+,Octanoylcarnitine,352000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Octanoylcarnitine,346000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Octanoylcarnitine,561000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Octanoylcarnitine,134000.0,Lung,Tumor
4T1-21_R22+,Octanoylcarnitine,31900.0,Lung,Tumor
4T1-25_R16+,Octanoylcarnitine,37500.0,Lung,Tumor
CTL-4_R20+,Octanoylcarnitine,52900.0,Lung,Control
CTL-8_R13+,Octanoylcarnitine,42400.0,Lung,Control
CTL-12_R14+,Octanoylcarnitine,36200.0,Lung,Control
4T1-1_R7+,Methylglutarylcarnitine,15500.0,Tibialis_anterior,Tumor
4T1-15_R11+,Methylglutarylcarnitine,17500.0,Tibialis_anterior,Tumor
4T1-19_R15+,Methylglutarylcarnitine,21500.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Methylglutarylcarnitine,17400.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Methylglutarylcarnitine,18700.0,Tibialis_anterior,Control
CTL-5_R2+,Methylglutarylcarnitine,17000.0,Tibialis_anterior,Control
CTL-9_R1+,Methylglutarylcarnitine,16300.0,Tibialis_anterior,Control
CTL-3_R6+,Methylglutarylcarnitine,22200.0,Upper_Arm_SkM,Control
CTL-7_R3+,Methylglutarylcarnitine,13000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Methylglutarylcarnitine,6250.0,Upper_Arm_SkM,Control
4T1-17_R4+,Methylglutarylcarnitine,14000.0,Lung,Tumor
4T1-21_R22+,Methylglutarylcarnitine,21100.0,Lung,Tumor
4T1-25_R16+,Methylglutarylcarnitine,8970.0,Lung,Tumor
CTL-4_R20+,Methylglutarylcarnitine,21600.0,Lung,Control
CTL-8_R13+,Methylglutarylcarnitine,11700.0,Lung,Control
CTL-12_R14+,Methylglutarylcarnitine,20800.0,Lung,Control
4T1-1_R7+,Pimelylcarnitine,12600.0,Tibialis_anterior,Tumor
4T1-15_R11+,Pimelylcarnitine,21000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Pimelylcarnitine,5460.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Pimelylcarnitine,17200.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Pimelylcarnitine,20200.0,Tibialis_anterior,Control
CTL-5_R2+,Pimelylcarnitine,16300.0,Tibialis_anterior,Control
CTL-9_R1+,Pimelylcarnitine,6040.0,Tibialis_anterior,Control
CTL-3_R6+,Pimelylcarnitine,10900.0,Upper_Arm_SkM,Control
CTL-7_R3+,Pimelylcarnitine,18200.0,Upper_Arm_SkM,Control
CTL-11_R21+,Pimelylcarnitine,7520.0,Upper_Arm_SkM,Control
4T1-17_R4+,Pimelylcarnitine,10000.0,Lung,Tumor
4T1-21_R22+,Pimelylcarnitine,6950.0,Lung,Tumor
4T1-25_R16+,Pimelylcarnitine,28700.0,Lung,Tumor
CTL-4_R20+,Pimelylcarnitine,9440.0,Lung,Control
CTL-8_R13+,Pimelylcarnitine,25500.0,Lung,Control
CTL-12_R14+,Pimelylcarnitine,19700.0,Lung,Control
4T1-1_R7+,Hydroxyoctanoyl carnitine,153000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Hydroxyoctanoyl carnitine,114000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Hydroxyoctanoyl carnitine,156000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Hydroxyoctanoyl carnitine,254000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Hydroxyoctanoyl carnitine,293000.0,Tibialis_anterior,Control
CTL-5_R2+,Hydroxyoctanoyl carnitine,176000.0,Tibialis_anterior,Control
CTL-9_R1+,Hydroxyoctanoyl carnitine,345000.0,Tibialis_anterior,Control
CTL-3_R6+,Hydroxyoctanoyl carnitine,187000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Hydroxyoctanoyl carnitine,195000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Hydroxyoctanoyl carnitine,230000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Hydroxyoctanoyl carnitine,170000.0,Lung,Tumor
4T1-21_R22+,Hydroxyoctanoyl carnitine,115000.0,Lung,Tumor
4T1-25_R16+,Hydroxyoctanoyl carnitine,57500.0,Lung,Tumor
CTL-4_R20+,Hydroxyoctanoyl carnitine,102000.0,Lung,Control
CTL-8_R13+,Hydroxyoctanoyl carnitine,85800.0,Lung,Control
CTL-12_R14+,Hydroxyoctanoyl carnitine,95100.0,Lung,Control
4T1-1_R7+,Decanoylcarnitine,70700.0,Tibialis_anterior,Tumor
4T1-15_R11+,Decanoylcarnitine,22200.0,Tibialis_anterior,Tumor
4T1-19_R15+,Decanoylcarnitine,63900.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Decanoylcarnitine,58700.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Decanoylcarnitine,68600.0,Tibialis_anterior,Control
CTL-5_R2+,Decanoylcarnitine,32100.0,Tibialis_anterior,Control
CTL-9_R1+,Decanoylcarnitine,102000.0,Tibialis_anterior,Control
CTL-3_R6+,Decanoylcarnitine,69800.0,Upper_Arm_SkM,Control
CTL-7_R3+,Decanoylcarnitine,44000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Decanoylcarnitine,77000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Decanoylcarnitine,13500.0,Lung,Tumor
4T1-21_R22+,Decanoylcarnitine,5520.0,Lung,Tumor
4T1-25_R16+,Decanoylcarnitine,10600.0,Lung,Tumor
CTL-4_R20+,Decanoylcarnitine,11200.0,Lung,Control
CTL-8_R13+,Decanoylcarnitine,5240.0,Lung,Control
CTL-12_R14+,Decanoylcarnitine,4300.0,Lung,Control
4T1-1_R7+,Hydroxynonanoyl carnitine,41000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Hydroxynonanoyl carnitine,38900.0,Tibialis_anterior,Tumor
4T1-19_R15+,Hydroxynonanoyl carnitine,21500.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Hydroxynonanoyl carnitine,25200.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Hydroxynonanoyl carnitine,24800.0,Tibialis_anterior,Control
CTL-5_R2+,Hydroxynonanoyl carnitine,28900.0,Tibialis_anterior,Control
CTL-9_R1+,Hydroxynonanoyl carnitine,25200.0,Tibialis_anterior,Control
CTL-3_R6+,Hydroxynonanoyl carnitine,23300.0,Upper_Arm_SkM,Control
CTL-7_R3+,Hydroxynonanoyl carnitine,26400.0,Upper_Arm_SkM,Control
CTL-11_R21+,Hydroxynonanoyl carnitine,17700.0,Upper_Arm_SkM,Control
4T1-17_R4+,Hydroxynonanoyl carnitine,30900.0,Lung,Tumor
4T1-21_R22+,Hydroxynonanoyl carnitine,31600.0,Lung,Tumor
4T1-25_R16+,Hydroxynonanoyl carnitine,38500.0,Lung,Tumor
CTL-4_R20+,Hydroxynonanoyl carnitine,21100.0,Lung,Control
CTL-8_R13+,Hydroxynonanoyl carnitine,25100.0,Lung,Control
CTL-12_R14+,Hydroxynonanoyl carnitine,41000.0,Lung,Control
4T1-1_R7+,Hydroxydecanoyl carnitine,146000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Hydroxydecanoyl carnitine,67700.0,Tibialis_anterior,Tumor
4T1-19_R15+,Hydroxydecanoyl carnitine,288000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Hydroxydecanoyl carnitine,518000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Hydroxydecanoyl carnitine,507000.0,Tibialis_anterior,Control
CTL-5_R2+,Hydroxydecanoyl carnitine,245000.0,Tibialis_anterior,Control
CTL-9_R1+,Hydroxydecanoyl carnitine,707000.0,Tibialis_anterior,Control
CTL-3_R6+,Hydroxydecanoyl carnitine,249000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Hydroxydecanoyl carnitine,149000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Hydroxydecanoyl carnitine,352000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Hydroxydecanoyl carnitine,158000.0,Lung,Tumor
4T1-21_R22+,Hydroxydecanoyl carnitine,97600.0,Lung,Tumor
4T1-25_R16+,Hydroxydecanoyl carnitine,69900.0,Lung,Tumor
CTL-4_R20+,Hydroxydecanoyl carnitine,93100.0,Lung,Control
CTL-8_R13+,Hydroxydecanoyl carnitine,68100.0,Lung,Control
CTL-12_R14+,Hydroxydecanoyl carnitine,120000.0,Lung,Control
4T1-1_R7+,Dodecenoylcarnitine,68100.0,Tibialis_anterior,Tumor
4T1-15_R11+,Dodecenoylcarnitine,24800.0,Tibialis_anterior,Tumor
4T1-19_R15+,Dodecenoylcarnitine,25100.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Dodecenoylcarnitine,14100.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Dodecenoylcarnitine,25700.0,Tibialis_anterior,Control
CTL-5_R2+,Dodecenoylcarnitine,21400.0,Tibialis_anterior,Control
CTL-9_R1+,Dodecenoylcarnitine,29500.0,Tibialis_anterior,Control
CTL-3_R6+,Dodecenoylcarnitine,20000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Dodecenoylcarnitine,19100.0,Upper_Arm_SkM,Control
CTL-11_R21+,Dodecenoylcarnitine,15900.0,Upper_Arm_SkM,Control
4T1-17_R4+,Dodecenoylcarnitine,18300.0,Lung,Tumor
4T1-21_R22+,Dodecenoylcarnitine,20300.0,Lung,Tumor
4T1-25_R16+,Dodecenoylcarnitine,12500.0,Lung,Tumor
CTL-4_R20+,Dodecenoylcarnitine,25600.0,Lung,Control
CTL-8_R13+,Dodecenoylcarnitine,10400.0,Lung,Control
CTL-12_R14+,Dodecenoylcarnitine,21900.0,Lung,Control
4T1-1_R7+,Hydroxyundecanoyl carnitine,5590.0,Tibialis_anterior,Tumor
4T1-15_R11+,Hydroxyundecanoyl carnitine,3480.0,Tibialis_anterior,Tumor
4T1-19_R15+,Hydroxyundecanoyl carnitine,4250.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Hydroxyundecanoyl carnitine,5370.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Hydroxyundecanoyl carnitine,8710.0,Tibialis_anterior,Control
CTL-5_R2+,Hydroxyundecanoyl carnitine,6120.0,Tibialis_anterior,Control
CTL-9_R1+,Hydroxyundecanoyl carnitine,5040.0,Tibialis_anterior,Control
CTL-3_R6+,Hydroxyundecanoyl carnitine,3770.0,Upper_Arm_SkM,Control
CTL-7_R3+,Hydroxyundecanoyl carnitine,3580.0,Upper_Arm_SkM,Control
CTL-11_R21+,Hydroxyundecanoyl carnitine,3400.0,Upper_Arm_SkM,Control
4T1-17_R4+,Hydroxyundecanoyl carnitine,6600.0,Lung,Tumor
4T1-21_R22+,Hydroxyundecanoyl carnitine,3500.0,Lung,Tumor
4T1-25_R16+,Hydroxyundecanoyl carnitine,5650.0,Lung,Tumor
CTL-4_R20+,Hydroxyundecanoyl carnitine,8710.0,Lung,Control
