Protein_A,Protein_B,Correlation,P_value,N_Observations,Interaction_Type,Mean_Delta_A,Mean_Delta_B
ANXA2;ANXA2P2,NID2,0.99694344288531,0.049787699659661365,3,Synergistic (both change together),-0.25347078178707405,-0.3085755459128593
PAPLN,SERPINH1,0.9969411311848323,0.0030588688151678145,4,Synergistic (both change together),-0.15093607413022014,-0.6005300388554556
Cst3,Hcfc1,-0.9969371289896903,0.0498391223291309,3,Antagonistic (opposite changes),-0.08783468634074597,0.002078760092357299
CILP,GDF5,-0.9969369403811278,0.049840657611643156,3,Antagonistic (opposite changes),0.3347968217249622,0.1518947261098848
ANXA6,MDK,0.9969360985035722,0.049847509958867615,3,Synergistic (both change together),-0.13671446408283364,0.06616368229536186
Hspd1,Man2b1,-0.996932997075376,0.04987274550323093,3,Antagonistic (opposite changes),-0.08204336396025906,-0.1066175653431942
PRG4,SERPINA5,-0.9969324561997189,0.04987714516814045,3,Antagonistic (opposite changes),0.9799352703394154,-0.19758037611001467
INHBA,MXRA5,0.9969315861571183,0.04988422157545338,3,Synergistic (both change together),0.30496775933932657,-0.041348084950352804
Epx,Il1rap,0.9969276186402262,0.04991647829836297,3,Synergistic (both change together),-0.7568989323777896,0.12837701973057383
HTRA3,VTN,0.9969274515383151,0.04991783641453588,3,Synergistic (both change together),0.4403139319156351,2.3396007937761447
F13A1,TNFAIP6,0.9969266876953908,0.049924044057364565,3,Synergistic (both change together),0.9720639843084214,0.9239561415399553
BCAN,SERPINE1,-0.9969255174504611,0.04993355297773393,3,Antagonistic (opposite changes),-0.08641446358761873,0.2473450690500223
Ccdc134,Col6a6,0.9969222865219121,0.003077713478087496,4,Synergistic (both change together),-0.13465811493676802,-0.2326350376031278
C1qb,S100a6,-0.9969195026956785,0.049982397872086214,3,Antagonistic (opposite changes),0.028421822637471034,0.17388756848252127
Amy1,Serpina3m,0.9969174579517374,0.04999899207583949,3,Synergistic (both change together),0.9653435213889985,0.2857189738347725
Mug1,Sri,0.9969105089705186,0.003089491029481417,4,Synergistic (both change together),-0.19227563506515066,-0.06816922747632993
SERPING1,THBS4,0.9968853815927177,0.0031146184072823324,4,Synergistic (both change together),0.32136331335909907,-0.06547726530266973
C1qtnf9,Cst3,0.9968802461525723,0.0031197538474279085,4,Synergistic (both change together),-0.031685862512156215,-0.22366684509568285
Azgp1,Fbln2,0.9968798821181841,0.003120117881815876,4,Synergistic (both change together),0.10161797985405473,-0.046784447281596454
Apoe,Rab35,-0.9968760511528022,0.0031239488471974663,4,Antagonistic (opposite changes),-0.24188406260688855,-0.16047460521572177
Arhgdia,Dpysl3,0.9968710599456212,0.0031289400543785817,4,Synergistic (both change together),-0.05441735428205326,-0.5370030847863166
Ces1c,Vtn,-0.9968209795889283,0.0031790204110713205,4,Antagonistic (opposite changes),0.1731362991918946,0.210823686875976
Col4a2,Vwf,0.9968054682623199,0.0031945317376802507,4,Synergistic (both change together),0.12189942526353059,0.06624495371875155
Ctsd,Serpinb8,0.9968003608343617,0.0031996391656383683,4,Synergistic (both change together),0.20851369052608051,0.08305543788186706
Ambp,Serpine2,-0.9967988168073089,0.003201183192691248,4,Antagonistic (opposite changes),0.49777789234181946,0.35387528094864984
Lama2,Lamc1,0.9967776256119644,0.0032223743880357425,4,Synergistic (both change together),0.13076979545818443,0.13778727930428272
FNDC1,IGFBP7,0.9967649521877451,0.00022077203271396133,5,Synergistic (both change together),0.021699803736662315,-0.0972474163161163
P4HA2,POSTN,0.9967538369932435,0.00022191045418073303,5,Synergistic (both change together),-0.31378495873038237,0.5585247136215055
Lgals1,Plxnb2,0.9967523615299839,0.0032476384700161898,4,Synergistic (both change together),-0.031977704290415174,-0.1514635009961197
Apoa2,Dpp7,0.9967298184284888,0.003270181571511266,4,Synergistic (both change together),-0.3321928697678335,0.033851473988945266
Kera,Tgm2,0.9967210141152475,0.0032789858847528386,4,Synergistic (both change together),-0.9703460258673459,-0.11407404223626003
Anpep,Itga6,-0.9966867864424944,0.0033132135575053567,4,Antagonistic (opposite changes),-0.10398260952994878,-0.19694599133081345
Cnp,Ppia,0.9966791574841232,0.0033208425158768318,4,Synergistic (both change together),-0.17694596434934542,0.09816358718028863
1300017J02Rik,Pcolce,-0.996677589268254,0.003322410731745995,4,Antagonistic (opposite changes),0.08925198769092499,-1.5502336616412564
Ctsd,Hspa8,0.9966485939525046,0.003351406047495731,4,Synergistic (both change together),0.4631928324842338,-0.06317609694283506
Fetub,Hc,0.9965937134198207,0.003406286580179163,4,Synergistic (both change together),0.25905854719212806,0.5471800440083119
Pebp1,Pecam1,-0.9965900331761502,0.0034099668238498637,4,Antagonistic (opposite changes),0.34764380169965486,-0.1385846043865298
ECM1,S100A1,-0.9965896901645297,0.0034103098354703043,4,Antagonistic (opposite changes),0.7591627437732523,-0.19408738246277257
ANXA4,TGM3,-0.9965886273131782,0.0034113726868216787,4,Antagonistic (opposite changes),-0.19097033905407612,-0.6682555768113926
MGP,MMP9,0.9965867174173652,0.0034132825826347357,4,Synergistic (both change together),0.12976902861918257,0.11224284194976167
Htra1,Lamb1,-0.9965862150810856,0.00341378491891442,4,Antagonistic (opposite changes),0.29395103249847976,-0.05992228964637445
Comp,Plg,-0.9965629622704268,0.003437037729573156,4,Antagonistic (opposite changes),0.7606552753374543,0.018907016857199102
Cspg4,Ctsd,-0.9965306409336744,0.003469359066325506,4,Antagonistic (opposite changes),-0.16960393533131374,0.35711881767431264
Col4a2,Pecam1,0.9965097466224007,0.0034902533775993394,4,Synergistic (both change together),0.3053855742063106,-0.1385846043865298
Col1a1,Emilin1,0.9964963924555773,0.0035036075444228043,4,Synergistic (both change together),-0.16803478918824175,-0.19284067388733678
Gars,Serpinb1a,-0.9964928671736236,0.003507132826376047,4,Antagonistic (opposite changes),0.04325489382171745,-0.06546113809693144
Anxa6,Col1a2,-0.9964868742049867,0.0035131257950133943,4,Antagonistic (opposite changes),-0.01548985273788216,0.03643624580529182
Fn1,Prkaca,0.9964670811707901,0.003532918829209919,4,Synergistic (both change together),-0.394116282726223,-0.06250208101655164
Pdcd6ip,Rab35,0.9964467511688343,0.0035532488311655896,4,Synergistic (both change together),0.03266990978311041,-0.16047460521572177
Cat,Pdcd6ip,0.9964412060028883,0.0035587939971115645,4,Synergistic (both change together),0.008931961824056249,0.03266990978311041
Cap1,Hsp90b1,0.9963621859673885,0.0036378140326114305,4,Synergistic (both change together),-0.2651263061983812,-0.10232826683291915
Ahsg,Cdh13,-0.9962905659155187,0.003709434084480989,4,Antagonistic (opposite changes),-0.1425066639822143,-0.02274057445397875
Ctsd,Vwf,0.9962844865588824,0.003715513441117757,4,Synergistic (both change together),0.35711881767431264,0.06624495371875155
Calu,Hspb6,0.9962818945590104,0.0037181054409898273,4,Synergistic (both change together),-0.029751263358006874,0.2563492331972402
Itgb1,Slc2a4,0.9962817811253561,0.0037182188746438527,4,Synergistic (both change together),-0.1603966493446499,0.018509977216219706
Hsp90ab1,Lama5,-0.9962524894364213,0.003747510563578915,4,Antagonistic (opposite changes),-0.1619979678701156,0.041091341173752204
ANXA7,LEPRE1,0.9962450726342538,0.003754927365746452,4,Synergistic (both change together),-0.3898528057994066,-0.6599620857774359
Dag1,Pzp,-0.996188854056812,0.003811145943187988,4,Antagonistic (opposite changes),0.002968639191082416,-0.07157697862141729
Hpx,Naxe,0.9961822420595338,0.0038177579404663486,4,Synergistic (both change together),0.24879386897813585,0.28034085492071065
Alad,Itgb1,0.9961804107324498,0.0038195892675501053,4,Synergistic (both change together),0.1450754277503022,-0.1603966493446499
Apoa2,Serpinf2,0.9961671212335498,0.0038328787664503317,4,Synergistic (both change together),-0.3321928697678335,0.1841569621494981
Cfi,Pkm,0.996154331125801,0.0038456688741990153,4,Synergistic (both change together),0.2688985139460397,0.04277795202409243
B2m,Ttr,0.9961516788644514,0.0038483211355486713,4,Synergistic (both change together),-0.1375941108934341,0.20729551385514908
Lum,Serpina3k,-0.9961249662393652,0.003875033760635027,4,Antagonistic (opposite changes),-0.16170400580089633,0.1496121198858074
Epdr1,Lamp2,0.9961134085159405,0.003886591484059343,4,Synergistic (both change together),-0.03690061450069926,-0.0759407310642211
S100a6,Serpina3k,0.9961010322369578,0.003898967763042105,4,Synergistic (both change together),0.23204626434084274,0.1496121198858074
ANGPTL2,MATN4,0.9960805244615881,0.003919475538411543,4,Synergistic (both change together),0.42443293889049744,-0.1963702327045801
Azgp1,Epx,0.9960576554394526,0.003942344560547539,4,Synergistic (both change together),0.10161797985405473,-0.999940357868972
Col6a1,S100a9,0.9960561760619537,0.003943823938046043,4,Synergistic (both change together),0.18430742221532065,0.06324733335154437
Fgb,Lamp2,0.996023593747984,0.003976406252015785,4,Synergistic (both change together),-0.1961001819011666,-0.0759407310642211
Lrpap1,Serpina3m,0.9960160607147588,0.003983939285241878,4,Synergistic (both change together),0.05739529601789537,0.28696025486557836
C1qtnf9,Serpinf2,-0.9960096975907434,0.003990302409256463,4,Antagonistic (opposite changes),-0.031685862512156215,0.15619678792367664
Epx,Smc3,-0.9960095536171347,0.003990446382865276,4,Antagonistic (opposite changes),-0.999940357868972,-0.06237250841493783
SBSPON,SERPINB1,-0.9959893556661954,0.004010644333804603,4,Antagonistic (opposite changes),-0.15024060082850468,-0.05974702136065016
LAMA5,SEMA3A,-0.9959831812029648,0.004016818797035082,4,Antagonistic (opposite changes),-0.22810848544996973,0.4940292922118666
Fgb,Pdia3,-0.9959727436629491,0.004027256337050922,4,Antagonistic (opposite changes),-0.1961001819011666,-0.19893932097564426
Epdr1,Pdia3,-0.9959687592442686,0.004031240755731247,4,Antagonistic (opposite changes),-0.03690061450069926,-0.19893932097564426
Aldoa,Pkm,0.9959646545248375,0.004035345475162266,4,Synergistic (both change together),0.05394101449516653,0.04277795202409243
Dpep1,Fgb,-0.9959617520191666,0.004038247980833187,4,Antagonistic (opposite changes),-0.15880462904904108,-0.1961001819011666
Nenf,Serpinb6a,0.9959248680353415,0.004075131964658363,4,Synergistic (both change together),0.060090179704844704,0.6280671356430535
Apoe,Cat,-0.9958952393866983,0.004104760613301561,4,Antagonistic (opposite changes),-0.24188406260688855,0.008931961824056249
Ckm,Naxe,0.9957687078077504,0.004231292192249825,4,Synergistic (both change together),0.01967267735735255,0.28034085492071065
Anxa2,Matn2,0.9957588373003574,0.004241162699642587,4,Synergistic (both change together),-0.09185113350328356,-0.20391200332725978
Col1a1,Serpinb6a,-0.9957055295220403,0.0042944704779595,4,Antagonistic (opposite changes),-0.04894098938936353,0.6280671356430535
Cnp,Sri,0.9956943063811381,0.0043056936188619055,4,Synergistic (both change together),-0.17694596434934542,-0.06816922747632993
Bgn,Dnpep,0.9956825060891579,0.0043174939108419075,4,Synergistic (both change together),0.22638101049937615,0.013996977867326671
Hpx,Itgb4,0.9956793276996948,0.004320672300305084,4,Synergistic (both change together),0.24879386897813585,-0.11767274934050176
Nampt,Pdia3,-0.995594437532194,0.004405562467805657,4,Antagonistic (opposite changes),-0.08565878871916596,-0.19893932097564426
Hnrnpa2b1,Pdap1,0.9955559158607653,0.004444084139234805,4,Synergistic (both change together),-0.09142218569445996,0.17912715758774453
Fastkd2,Plg,0.9955223489809584,0.004477651019041851,4,Synergistic (both change together),-0.019171213570057223,0.018907016857199102
Fabp3,Fbn2,0.9955145422986349,0.004485457701365103,4,Synergistic (both change together),0.16422005596912295,-0.7112500861170845
Hexb,Prkacb,0.9954998074333683,0.004500192566631922,4,Synergistic (both change together),0.031886674811623876,0.10634188899265487
Col1a1,Mydgf,0.9954684419237712,0.00453155807622907,4,Synergistic (both change together),-0.04894098938936353,-0.1695685876224611
Itih3,Ngly1,-0.9954525760848721,0.004547423915127968,4,Antagonistic (opposite changes),0.21669704235500584,-0.05749128767729124
Cd163,Tfrc,0.9953830526286689,0.004616947371331337,4,Synergistic (both change together),-0.10572072323323695,-0.9583067021298592
Mydgf,Nenf,-0.9953660694391547,0.0046339305608453785,4,Antagonistic (opposite changes),-0.1695685876224611,0.060090179704844704
Lamb1,Lrpap1,0.9953229383367981,0.004677061663202142,4,Synergistic (both change together),-0.4295137632353322,0.05739529601789537
Ctsz,S100a9,-0.9952769437765692,0.004723056223430833,4,Antagonistic (opposite changes),0.03373224369719518,0.06324733335154437
Cap1,Ist1,-0.9952631726411346,0.00473682735886527,4,Antagonistic (opposite changes),-0.2651263061983812,-0.022836687680867798
Afm,Tgfbi,-0.9952607514537095,0.0047392485462904865,4,Antagonistic (opposite changes),0.0330098767187093,0.09389838048965601
Hsp90b1,Serpinb1a,0.9952542283682152,0.00474577163178469,4,Synergistic (both change together),-0.10232826683291915,-0.06546113809693144
Apoo,Dpysl3,-0.9952415969307278,0.004758403069271999,4,Antagonistic (opposite changes),0.10080670176962302,-0.5370030847863166
Gfer,Nid2,-0.9952081742562175,0.00479182574378223,4,Antagonistic (opposite changes),0.2939805856201262,-0.17369586683764282
Pdia3,Ttr,0.9951665918970721,0.004833408102927983,4,Synergistic (both change together),-0.19893932097564426,0.20729551385514908
Cfl1,Epx,0.9951662616658168,0.004833738334182991,4,Synergistic (both change together),-0.22900196451889687,-0.999940357868972
Vtn,Xdh,-0.9951261268963597,0.004873873103640403,4,Antagonistic (opposite changes),0.210823686875976,0.018892143959463648
Mfge8,S100a6,0.9951211411912027,0.004878858808797348,4,Synergistic (both change together),0.528419695844401,0.23204626434084274
Alb,Mug1,0.9950536070313047,0.004946392968695257,4,Synergistic (both change together),0.044912550606401154,-0.19227563506515066
Lama5,Vcan,0.995046662698264,0.004953337301736083,4,Synergistic (both change together),0.13554398302491721,0.039320736923669095
FMOD,SERPINE2,-0.9950428767162186,0.004957123283781506,4,Antagonistic (opposite changes),-0.18173215306430957,0.4082565941477477
B2m,Entpd2,0.995014113906163,0.004985886093837433,4,Synergistic (both change together),-0.1375941108934341,-0.23053914908504808
Calu,Pecam1,0.9949851321547456,0.0050148678452544004,4,Synergistic (both change together),-0.029751263358006874,-0.1385846043865298
FBLN5,LGALS8,0.9949426274710363,0.005057372528963544,4,Synergistic (both change together),-0.23652281170614287,-0.12470678916026129
Apoo,Fgg,-0.9949366338469633,0.005063366153036597,4,Antagonistic (opposite changes),0.10080670176962302,-0.2625234963484106
Ces1c,Klkb1,0.9949320240742939,0.005067975925705959,4,Synergistic (both change together),0.1731362991918946,-0.042402043006857924
Hc,Lum,-0.994915108132143,0.005084891867856989,4,Antagonistic (opposite changes),0.5471800440083119,0.06522139093186242
C1QC,FNDC1,-0.9949146955199983,0.005085304480001662,4,Antagonistic (opposite changes),0.19520938594044718,0.18634415011943525
Ltbp4,Lum,0.9949020835382247,0.005097916461775487,4,Synergistic (both change together),-0.5698498169609629,-0.15878946187888354
Cspg4,Mfge8,-0.9948985870792321,0.005101412920767601,4,Antagonistic (opposite changes),-0.16960393533131374,0.528419695844401
Cdnf,Dhrs7c,-0.994888196659837,0.005111803340162924,4,Antagonistic (opposite changes),0.3806571223507656,-0.3113219713800227
Cat,Thbs4,0.9948859401599077,0.005114059840092278,4,Synergistic (both change together),0.008931961824056249,0.06503343160974434
Apoa1,Fbn1,-0.9948459757740933,0.005154024225906717,4,Antagonistic (opposite changes),-0.39560644246021776,-0.18089486080999262
AGRN,COL5A3,0.9948417493848848,0.005158250615115545,4,Synergistic (both change together),-0.06597914312701031,-0.24958960601223457
Lamb2,Lamc1,0.9948362863392222,0.005163713660778058,4,Synergistic (both change together),0.11615392113468478,0.13778727930428272
B2m,Lamp2,-0.9948199796905276,0.005180020309472733,4,Antagonistic (opposite changes),-0.1375941108934341,-0.0759407310642211
Hdgf,Serpina3m,-0.9948140379514504,0.005185962048549708,4,Antagonistic (opposite changes),0.05948211113745992,0.28696025486557836
Anxa6,Egln1,-0.9947922572259793,0.005207742774020918,4,Antagonistic (opposite changes),-0.01548985273788216,-0.09491260247231065
Col6a2,Itgb4,-0.9947895989405768,0.005210401059423164,4,Antagonistic (opposite changes),-0.0869233573262827,-0.11767274934050176
