Protein_ID,Protein_Name,Gene_Symbol,Tissue,Species,Age,Age_Unit,Abundance,Abundance_Unit,Method,Study_ID,Sample_ID,Parsing_Notes,Canonical_Gene_Symbol,Matrisome Category,Matrisome Division,Match_Level,Match_Confidence
P49257,Protein ERGIC-53,LMAN1,Skin dermis,Homo sapiens,14,years,11.0573244423396,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LMAN1,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
P49257,Protein ERGIC-53,LMAN1,Skin dermis,Homo sapiens,14,years,11.1038214689429,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LMAN1,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
P49257,Protein ERGIC-53,LMAN1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LMAN1,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
P49257,Protein ERGIC-53,LMAN1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LMAN1,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
P49257,Protein ERGIC-53,LMAN1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LMAN1,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q92626,Peroxidasin homolog {ECO:0000305},PXDN,Skin dermis,Homo sapiens,2,years,10.0997796476152,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PXDN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q92626,Peroxidasin homolog {ECO:0000305},PXDN,Skin dermis,Homo sapiens,2,years,10.1822959752431,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PXDN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q92626,Peroxidasin homolog {ECO:0000305},PXDN,Skin dermis,Homo sapiens,14,years,5.81719211193916,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PXDN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q92626,Peroxidasin homolog {ECO:0000305},PXDN,Skin dermis,Homo sapiens,14,years,6.3973664993373,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PXDN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q92626,Peroxidasin homolog {ECO:0000305},PXDN,Skin dermis,Homo sapiens,14,years,6.10448670018887,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PXDN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q92626,Peroxidasin homolog {ECO:0000305},PXDN,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PXDN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q92626,Peroxidasin homolog {ECO:0000305},PXDN,Skin dermis,Homo sapiens,65,years,8.98403922813957,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PXDN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q92626,Peroxidasin homolog {ECO:0000305},PXDN,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PXDN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q15828,Cystatin-M,CST6,Skin dermis,Homo sapiens,2,years,11.1151841256738,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CST6,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q15828,Cystatin-M,CST6,Skin dermis,Homo sapiens,2,years,10.3752122619542,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CST6,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q15828,Cystatin-M,CST6,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CST6,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q15828,Cystatin-M,CST6,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CST6,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q15828,Cystatin-M,CST6,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CST6,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q15828,Cystatin-M,CST6,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CST6,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q15828,Cystatin-M,CST6,Skin dermis,Homo sapiens,65,years,8.49615858699394,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CST6,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q15828,Cystatin-M,CST6,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CST6,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q32P28,Prolyl 3-hydroxylase 1 {ECO:0000312|HGNC:HGNC:19316},LEPRE1,Skin dermis,Homo sapiens,2,years,11.3480320591142,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q32P28,Prolyl 3-hydroxylase 1 {ECO:0000312|HGNC:HGNC:19316},LEPRE1,Skin dermis,Homo sapiens,2,years,11.5761237694529,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q32P28,Prolyl 3-hydroxylase 1 {ECO:0000312|HGNC:HGNC:19316},LEPRE1,Skin dermis,Homo sapiens,14,years,9.16078574832878,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q32P28,Prolyl 3-hydroxylase 1 {ECO:0000312|HGNC:HGNC:19316},LEPRE1,Skin dermis,Homo sapiens,14,years,7.57978880317252,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q32P28,Prolyl 3-hydroxylase 1 {ECO:0000312|HGNC:HGNC:19316},LEPRE1,Skin dermis,Homo sapiens,14,years,7.21231372273225,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q32P28,Prolyl 3-hydroxylase 1 {ECO:0000312|HGNC:HGNC:19316},LEPRE1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q32P28,Prolyl 3-hydroxylase 1 {ECO:0000312|HGNC:HGNC:19316},LEPRE1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q32P28,Prolyl 3-hydroxylase 1 {ECO:0000312|HGNC:HGNC:19316},LEPRE1,Skin dermis,Homo sapiens,65,years,3.57233552290834,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P3H1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
O00468,Agrin,AGRN,Skin dermis,Homo sapiens,2,years,5.94218440320156,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGRN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O00468,Agrin,AGRN,Skin dermis,Homo sapiens,2,years,6.85425216521664,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGRN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O00468,Agrin,AGRN,Skin dermis,Homo sapiens,14,years,3.88205630103952,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGRN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O00468,Agrin,AGRN,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGRN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O00468,Agrin,AGRN,Skin dermis,Homo sapiens,14,years,2.60831421483373,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGRN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O00468,Agrin,AGRN,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGRN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O00468,Agrin,AGRN,Skin dermis,Homo sapiens,65,years,6.68057655665183,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGRN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
